name,year,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter,v_id
Caroline,1975,8,31,18,24.8,-98.0,tropical storm,0,55,993,,,59
Caroline,1975,9,1,0,25.1,-98.3,tropical depression,-1,30,1000,,,60
Caroline,1975,9,1,6,25.2,-98.7,tropical depression,-1,20,1002,,,61
Caroline,1975,9,1,12,25.3,-99.0,tropical depression,-1,20,1002,,,62
Doris,1975,8,29,12,34.9,-48.9,tropical storm,0,45,1005,,,63
Doris,1975,8,29,18,35.2,-49.1,tropical storm,0,50,1000,,,64
Doris,1975,8,30,0,35.3,-48.9,tropical storm,0,55,997,,,65
Doris,1975,8,30,6,35.3,-48.5,tropical storm,0,55,997,,,66
Doris,1975,8,30,12,35.3,-48.0,tropical storm,0,55,997,,,67
Doris,1975,8,30,18,35.0,-47.1,tropical storm,0,55,997,,,68
Doris,1975,8,31,0,34.9,-46.3,hurricane,1,65,990,,,69
Doris,1975,8,31,6,34.8,-45.7,hurricane,1,65,990,,,70
Doris,1975,8,31,12,34.7,-45.2,hurricane,1,70,990,,,71
Doris,1975,8,31,18,34.6,-44.9,hurricane,1,70,990,,,72
Doris,1975,9,1,0,34.5,-44.6,hurricane,1,75,984,,,73
Doris,1975,9,1,6,34.6,-44.2,hurricane,1,75,984,,,74
Doris,1975,9,1,12,34.9,-44.0,hurricane,1,75,984,,,75
Doris,1975,9,1,18,35.4,-44.0,hurricane,1,75,984,,,76
Doris,1975,9,2,0,35.8,-44.4,hurricane,2,90,970,,,77
Doris,1975,9,2,6,36.4,-44.5,hurricane,2,95,965,,,78
Doris,1975,9,2,12,37.0,-44.3,hurricane,2,95,965,,,79
Doris,1975,9,2,18,37.7,-44.2,hurricane,2,95,965,,,80
Doris,1975,9,3,0,38.4,-43.8,hurricane,2,95,965,,,81
Doris,1975,9,3,6,39.7,-43.6,hurricane,2,95,965,,,82
Doris,1975,9,3,12,41.1,-43.0,hurricane,2,95,965,,,83
Doris,1975,9,3,18,42.0,-42.5,hurricane,2,90,970,,,84
Doris,1975,9,4,0,42.8,-42.0,tropical storm,0,60,995,,,85
Belle,1976,8,6,6,26.0,-72.8,tropical depression,-1,25,1012,,,86
Belle,1976,8,6,12,26.3,-73.0,tropical depression,-1,25,1012,,,87
Belle,1976,8,6,18,26.0,-73.4,tropical depression,-1,30,1009,,,88
Belle,1976,8,7,0,25.6,-73.2,tropical storm,0,40,1005,,,89
Belle,1976,8,7,6,26.0,-73.2,tropical storm,0,45,1000,,,90
Belle,1976,8,7,12,26.2,-73.7,tropical storm,0,55,993,,,91
Belle,1976,8,7,18,26.6,-74.2,hurricane,1,70,985,,,92
Belle,1976,8,8,0,26.9,-74.6,hurricane,1,80,972,,,93
Belle,1976,8,8,6,27.4,-75.1,hurricane,2,90,962,,,94
Belle,1976,8,8,12,28.1,-75.1,hurricane,2,95,959,,,95
Belle,1976,8,8,18,29.5,-75.3,hurricane,3,100,958,,,96
Belle,1976,8,9,0,30.9,-75.3,hurricane,3,105,957,,,97
Belle,1976,8,9,6,32.5,-75.2,hurricane,3,105,959,,,98
Belle,1976,8,9,12,34.4,-74.7,hurricane,2,95,963,,,99
Belle,1976,8,9,18,36.6,-74.2,hurricane,2,90,970,,,100
Belle,1976,8,10,0,38.8,-73.8,hurricane,1,80,977,,,101
Belle,1976,8,10,6,41.0,-73.2,tropical storm,0,60,983,,,102
Belle,1976,8,10,12,42.6,-72.4,tropical storm,0,35,992,,,103
Gloria,1976,9,26,12,23.0,-58.0,tropical depression,-1,20,1009,,,104
Gloria,1976,9,26,18,23.7,-58.1,tropical depression,-1,20,1007,,,105
Gloria,1976,9,27,0,24.3,-58.2,tropical depression,-1,25,1005,,,106
Gloria,1976,9,27,6,24.9,-58.1,tropical depression,-1,30,1001,,,107
Gloria,1976,9,27,12,25.7,-58.0,tropical storm,0,35,997,,,108
Gloria,1976,9,27,18,26.3,-58.0,tropical storm,0,45,994,,,109
Gloria,1976,9,28,0,27.0,-58.0,tropical storm,0,55,993,,,110
Gloria,1976,9,28,6,27.5,-58.2,tropical storm,0,60,992,,,111
Gloria,1976,9,28,12,27.8,-58.6,tropical storm,0,60,992,,,112
Gloria,1976,9,28,18,28.2,-59.0,tropical storm,0,60,991,,,113
Gloria,1976,9,29,0,28.6,-59.5,tropical storm,0,60,988,,,114
Gloria,1976,9,29,6,29.1,-59.8,hurricane,1,65,984,,,115
Gloria,1976,9,29,12,29.7,-60.2,hurricane,1,65,979,,,116
Gloria,1976,9,29,18,30.2,-60.3,hurricane,1,70,973,,,117
Gloria,1976,9,30,0,31.1,-60.2,hurricane,1,80,970,,,118
Gloria,1976,9,30,6,32.2,-59.8,hurricane,2,85,971,,,119
Gloria,1976,9,30,12,33.1,-58.8,hurricane,2,90,977,,,120
Gloria,1976,9,30,18,34.0,-57.5,hurricane,2,90,981,,,121
Gloria,1976,10,1,0,34.7,-56.1,hurricane,2,90,985,,,122
Gloria,1976,10,1,6,35.3,-54.8,hurricane,2,85,988,,,123
Gloria,1976,10,1,12,35.7,-53.7,hurricane,1,80,990,,,124
Gloria,1976,10,1,18,36.1,-52.6,hurricane,1,75,992,,,125
Gloria,1976,10,2,0,36.4,-51.7,hurricane,1,70,993,,,126
Gloria,1976,10,2,6,36.6,-50.8,tropical storm,0,60,994,,,127
Gloria,1976,10,2,12,36.8,-49.9,tropical storm,0,60,995,,,128
Gloria,1976,10,2,18,36.9,-49.0,tropical storm,0,55,996,,,129
Gloria,1976,10,3,0,36.8,-48.3,tropical storm,0,50,997,,,130
Gloria,1976,10,3,6,36.4,-47.6,tropical storm,0,45,998,,,131
Gloria,1976,10,3,12,36.2,-46.9,tropical storm,0,40,999,,,132
Gloria,1976,10,3,18,35.8,-45.8,tropical storm,0,40,1001,,,133
Gloria,1976,10,4,0,35.7,-44.6,tropical storm,0,35,1002,,,134
Gloria,1976,10,4,6,36.0,-43.0,tropical depression,-1,30,1003,,,135
Gloria,1976,10,4,12,36.5,-41.4,tropical depression,-1,30,1005,,,136
Gloria,1976,10,4,18,37.4,-38.7,tropical depression,-1,30,1006,,,137
Anita,1977,8,29,12,26.9,-88.4,tropical depression,-1,20,1012,,,138
Anita,1977,8,29,18,27.0,-88.9,tropical depression,-1,25,1010,,,139
Anita,1977,8,30,0,26.9,-89.4,tropical depression,-1,30,1009,,,140
Anita,1977,8,30,6,26.8,-89.8,tropical storm,0,40,1006,,,141
Anita,1977,8,30,12,26.7,-90.3,tropical storm,0,50,1003,,,142
Anita,1977,8,30,18,26.5,-90.6,hurricane,1,65,997,,,143
Anita,1977,8,31,0,26.4,-91.0,hurricane,1,70,991,,,144
Anita,1977,8,31,6,26.3,-91.4,hurricane,1,75,988,,,145
Anita,1977,8,31,12,26.2,-91.8,hurricane,1,75,986,,,146
Anita,1977,8,31,18,26.1,-92.3,hurricane,1,80,985,,,147
Anita,1977,9,1,0,25.9,-92.8,hurricane,1,80,979,,,148
Anita,1977,9,1,6,25.8,-93.7,hurricane,2,85,972,,,149
Anita,1977,9,1,12,25.5,-94.7,hurricane,2,90,963,,,150
Anita,1977,9,1,18,25.2,-95.5,hurricane,3,110,945,,,151
Anita,1977,9,2,0,24.6,-96.2,hurricane,5,140,931,,,152
Anita,1977,9,2,6,24.2,-97.1,hurricane,5,150,926,,,153
Anita,1977,9,2,12,23.7,-98.0,hurricane,4,120,940,,,154
Anita,1977,9,2,18,23.1,-99.2,hurricane,1,70,978,,,155
Anita,1977,9,3,0,22.5,-101.0,tropical storm,0,40,998,,,156
Anita,1977,9,3,6,22.0,-103.0,tropical depression,-1,25,1011,,,157
Clara,1977,9,5,12,32.8,-80.0,tropical depression,-1,20,1015,,,158
Clara,1977,9,5,18,33.2,-79.0,tropical depression,-1,20,1014,,,159
Clara,1977,9,6,0,33.6,-78.2,tropical depression,-1,20,1013,,,160
Clara,1977,9,6,6,33.8,-77.6,tropical depression,-1,25,1012,,,161
Clara,1977,9,6,12,34.0,-77.0,tropical depression,-1,25,1011,,,162
Clara,1977,9,6,18,34.2,-76.4,tropical depression,-1,25,1010,,,163
Clara,1977,9,7,0,34.4,-75.8,tropical depression,-1,30,1010,,,164
Clara,1977,9,7,6,34.6,-75.0,tropical depression,-1,30,1010,,,165
Clara,1977,9,7,12,34.7,-74.3,tropical depression,-1,30,1010,,,166
Clara,1977,9,7,18,34.9,-73.0,tropical depression,-1,30,1010,,,167
Clara,1977,9,8,0,35.1,-71.7,tropical storm,0,35,1006,,,168
Clara,1977,9,8,6,35.3,-69.7,tropical storm,0,45,1001,,,169
Clara,1977,9,8,12,35.5,-67.7,hurricane,1,65,993,,,170
Clara,1977,9,8,18,35.6,-66.2,hurricane,1,65,994,,,171
Clara,1977,9,9,0,35.5,-64.6,hurricane,1,65,998,,,172
Clara,1977,9,9,6,34.8,-63.5,tropical storm,0,60,1000,,,173
Clara,1977,9,9,12,34.0,-62.8,tropical storm,0,55,999,,,174
Clara,1977,9,9,18,33.4,-62.8,tropical storm,0,50,1001,,,175
Clara,1977,9,10,0,32.8,-63.2,tropical storm,0,45,1000,,,176
Clara,1977,9,10,6,32.8,-63.6,tropical storm,0,40,1000,,,177
Clara,1977,9,10,12,33.0,-63.8,tropical storm,0,45,1001,,,178
Clara,1977,9,10,18,33.5,-63.7,tropical storm,0,45,1001,,,179
Clara,1977,9,11,0,34.2,-63.2,tropical storm,0,45,1002,,,180
Clara,1977,9,11,6,34.8,-62.5,tropical storm,0,45,1002,,,181
Evelyn,1977,10,13,18,26.9,-62.9,tropical depression,-1,30,1010,,,182
Evelyn,1977,10,14,0,29.0,-64.0,tropical depression,-1,30,1008,,,183
Evelyn,1977,10,14,6,30.9,-64.9,tropical storm,0,35,1005,,,184
Evelyn,1977,10,14,12,33.0,-64.9,tropical storm,0,40,1002,,,185
Evelyn,1977,10,14,18,35.9,-64.4,tropical storm,0,50,999,,,186
Evelyn,1977,10,15,0,39.2,-63.3,hurricane,1,65,994,,,187
Evelyn,1977,10,15,6,42.4,-61.5,hurricane,1,70,996,,,188
Evelyn,1977,10,15,12,45.5,-60.1,hurricane,1,70,998,,,189
Evelyn,1977,10,15,18,47.4,-59.2,hurricane,1,70,999,,,190
Amelia,1978,7,30,18,25.7,-97.0,tropical depression,-1,30,1006,,,191
Amelia,1978,7,31,0,26.4,-97.4,tropical storm,0,45,1005,,,192
Amelia,1978,7,31,6,27.2,-97.8,tropical storm,0,40,1007,,,193
Amelia,1978,7,31,12,28.0,-98.2,tropical storm,0,35,1008,,,194
Amelia,1978,7,31,18,28.6,-98.7,tropical depression,-1,30,1010,,,195
Amelia,1978,8,1,0,29.3,-99.2,tropical depression,-1,25,1010,,,196
Bess,1978,8,5,12,25.3,-90.4,tropical depression,-1,20,1012,,,197
Bess,1978,8,5,18,25.1,-91.0,tropical depression,-1,20,1012,,,198
Bess,1978,8,6,0,24.8,-91.8,tropical depression,-1,25,1011,,,199
Bess,1978,8,6,6,24.5,-92.5,tropical depression,-1,30,1010,,,200
Bess,1978,8,6,12,24.2,-93.3,tropical depression,-1,30,1009,,,201
Bess,1978,8,6,18,23.9,-94.0,tropical storm,0,35,1008,,,202
Bess,1978,8,7,0,23.3,-95.0,tropical storm,0,40,1007,,,203
Bess,1978,8,7,6,22.8,-95.7,tropical storm,0,40,1006,,,204
Bess,1978,8,7,12,22.2,-96.2,tropical storm,0,40,1005,,,205
Bess,1978,8,7,18,21.6,-96.6,tropical storm,0,45,1006,,,206
Bess,1978,8,8,0,21.1,-96.8,tropical storm,0,45,1007,,,207
Bess,1978,8,8,6,20.4,-96.9,tropical storm,0,40,1008,,,208
Bess,1978,8,8,12,20.0,-97.0,tropical depression,-1,25,1010,,,209
Cora,1978,8,7,12,13.0,-35.0,tropical depression,-1,25,1010,,,210
Cora,1978,8,7,18,13.4,-36.2,tropical depression,-1,25,1010,,,211
Cora,1978,8,8,0,13.8,-37.8,tropical depression,-1,25,1009,,,212
Cora,1978,8,8,6,13.9,-39.6,tropical depression,-1,30,1008,,,213
Cora,1978,8,8,12,14.0,-41.5,tropical storm,0,50,1003,,,214
Cora,1978,8,8,18,14.0,-43.2,hurricane,1,65,990,,,215
Cora,1978,8,9,0,14.0,-44.9,hurricane,1,80,980,,,216
Cora,1978,8,9,6,13.9,-46.8,hurricane,1,80,980,,,217
Cora,1978,8,9,12,13.6,-48.6,hurricane,1,70,988,,,218
Cora,1978,8,9,18,13.2,-50.6,hurricane,1,65,998,,,219
Cora,1978,8,10,0,12.8,-52.8,tropical storm,0,60,1006,,,220
Cora,1978,8,10,6,12.4,-54.8,tropical storm,0,55,1007,,,221
Cora,1978,8,10,12,12.2,-56.8,tropical storm,0,55,1007,,,222
Cora,1978,8,10,18,12.1,-58.8,tropical storm,0,50,1008,,,223
Cora,1978,8,11,0,12.0,-60.9,tropical storm,0,45,1008,,,224
Cora,1978,8,11,6,12.0,-62.8,tropical storm,0,35,1008,,,225
Cora,1978,8,11,12,12.1,-64.8,tropical depression,-1,30,1008,,,226
Cora,1978,8,11,18,12.1,-66.8,tropical depression,-1,30,1009,,,227
Cora,1978,8,12,0,12.2,-68.8,tropical depression,-1,30,1010,,,228
Juliet,1978,10,7,18,18.0,-55.6,tropical depression,-1,25,1011,,,229
Juliet,1978,10,8,0,18.3,-56.6,tropical depression,-1,30,1010,,,230
Juliet,1978,10,8,6,18.6,-57.7,tropical depression,-1,30,1009,,,231
Juliet,1978,10,8,12,18.8,-58.7,tropical storm,0,35,1008,,,232
Juliet,1978,10,8,18,19.0,-59.8,tropical storm,0,40,1007,,,233
Juliet,1978,10,9,0,19.3,-60.9,tropical storm,0,45,1006,,,234
Juliet,1978,10,9,6,19.7,-62.0,tropical storm,0,45,1006,,,235
Juliet,1978,10,9,12,19.9,-63.0,tropical storm,0,45,1006,,,236
Juliet,1978,10,9,18,20.3,-64.2,tropical storm,0,45,1006,,,237
Juliet,1978,10,10,0,20.9,-65.4,tropical storm,0,45,1006,,,238
Juliet,1978,10,10,6,21.7,-67.0,tropical storm,0,45,1006,,,239
Juliet,1978,10,10,12,22.8,-68.8,tropical storm,0,45,1006,,,240
Juliet,1978,10,10,18,24.3,-70.1,tropical storm,0,45,1006,,,241
Juliet,1978,10,11,0,26.2,-70.9,tropical storm,0,45,1006,,,242
Juliet,1978,10,11,6,28.3,-71.0,tropical storm,0,40,1006,,,243
Juliet,1978,10,11,12,30.2,-69.9,tropical storm,0,35,1006,,,244
Ana,1979,6,19,12,10.0,-45.0,tropical depression,-1,25,1011,,,245
Ana,1979,6,19,18,10.2,-46.0,tropical depression,-1,25,1011,,,246
Ana,1979,6,20,0,10.5,-47.0,tropical depression,-1,25,1010,,,247
Ana,1979,6,20,6,10.9,-48.1,tropical depression,-1,25,1010,,,248
Ana,1979,6,20,12,11.3,-49.2,tropical depression,-1,25,1010,,,249
Ana,1979,6,20,18,11.8,-50.2,tropical depression,-1,25,1009,,,250
Ana,1979,6,21,0,12.3,-51.1,tropical depression,-1,30,1009,,,251
Ana,1979,6,21,6,12.9,-51.9,tropical depression,-1,30,1008,,,252
Ana,1979,6,21,12,13.5,-52.7,tropical depression,-1,30,1008,,,253
Ana,1979,6,21,18,13.9,-53.5,tropical depression,-1,30,1007,,,254
Ana,1979,6,22,0,14.2,-54.7,tropical storm,0,35,1007,,,255
Ana,1979,6,22,6,14.2,-55.8,tropical storm,0,40,1005,,,256
Ana,1979,6,22,12,14.2,-56.9,tropical storm,0,50,1006,,,257
Ana,1979,6,22,18,14.1,-58.3,tropical storm,0,40,1008,,,258
Ana,1979,6,23,0,14.1,-59.8,tropical storm,0,35,1010,,,259
Ana,1979,6,23,6,14.0,-61.3,tropical depression,-1,30,1012,,,260
Ana,1979,6,23,12,14.0,-62.8,tropical depression,-1,25,1012,,,261
Ana,1979,6,23,18,14.0,-64.5,tropical depression,-1,25,1012,,,262
Ana,1979,6,24,0,14.0,-66.2,tropical depression,-1,25,1012,,,263
Bob,1979,7,9,12,22.0,-96.0,tropical depression,-1,20,1012,,,264
Bob,1979,7,9,18,22.5,-95.3,tropical depression,-1,25,1010,,,265
Bob,1979,7,10,0,23.0,-94.6,tropical depression,-1,30,1007,,,266
Bob,1979,7,10,6,23.5,-93.8,tropical storm,0,35,1004,,,267
Bob,1979,7,10,12,24.0,-93.0,tropical storm,0,50,998,,,268
Bob,1979,7,10,18,25.0,-92.3,tropical storm,0,55,996,,,269
Bob,1979,7,11,0,26.2,-91.6,hurricane,1,65,988,,,270
Bob,1979,7,11,6,27.8,-91.1,hurricane,1,65,991,,,271
Bob,1979,7,11,12,29.1,-90.6,hurricane,1,65,986,,,272
Bob,1979,7,11,18,31.0,-90.2,tropical storm,0,40,992,,,273
Bob,1979,7,12,0,32.5,-89.9,tropical depression,-1,30,998,,,274
Bob,1979,7,12,6,34.0,-89.7,tropical depression,-1,25,1002,,,275
Bob,1979,7,12,12,35.9,-89.1,tropical depression,-1,25,1004,,,276
Bob,1979,7,12,18,37.2,-87.8,tropical depression,-1,25,1006,,,277
Bob,1979,7,13,0,38.5,-86.5,tropical depression,-1,25,1006,,,278
Bob,1979,7,13,6,38.8,-85.3,tropical depression,-1,25,1006,,,279
Bob,1979,7,13,12,39.0,-84.0,tropical depression,-1,25,1007,,,280
Bob,1979,7,13,18,39.0,-82.7,tropical depression,-1,25,1008,,,281
Bob,1979,7,14,0,39.0,-81.3,tropical depression,-1,20,1009,,,282
Bob,1979,7,14,6,38.7,-80.1,tropical depression,-1,20,1009,,,283
Bob,1979,7,14,12,38.3,-78.8,tropical depression,-1,20,1010,,,284
Bob,1979,7,14,18,37.9,-77.7,tropical depression,-1,20,1010,,,285
Bob,1979,7,15,0,37.5,-76.5,tropical depression,-1,20,1011,,,286
Bob,1979,7,15,6,36.8,-76.3,tropical depression,-1,20,1011,,,287
Bob,1979,7,15,12,36.0,-76.0,tropical depression,-1,20,1012,,,288
Bob,1979,7,15,18,35.0,-76.3,tropical depression,-1,20,1012,,,289
Bob,1979,7,16,0,34.0,-76.5,tropical depression,-1,20,1013,,,290
Bob,1979,7,16,6,33.5,-75.8,tropical depression,-1,20,1013,,,291
Bob,1979,7,16,12,33.0,-75.0,tropical depression,-1,20,1014,,,292
Claudette,1979,7,15,12,12.5,-46.3,tropical depression,-1,20,1014,,,293
Claudette,1979,7,15,18,12.8,-48.4,tropical depression,-1,20,1014,,,294
Claudette,1979,7,16,0,13.4,-50.4,tropical depression,-1,25,1012,,,295
Claudette,1979,7,16,6,14.6,-52.1,tropical depression,-1,25,1012,,,296
Claudette,1979,7,16,12,15.7,-53.8,tropical depression,-1,30,1011,,,297
Claudette,1979,7,16,18,16.5,-55.5,tropical depression,-1,30,1011,,,298
Claudette,1979,7,17,0,17.0,-57.2,tropical depression,-1,30,1011,,,299
Claudette,1979,7,17,6,17.5,-58.8,tropical depression,-1,30,1011,,,300
Claudette,1979,7,17,12,17.8,-60.3,tropical storm,0,35,1011,,,301
Claudette,1979,7,17,18,18.0,-62.1,tropical storm,0,40,1010,,,302
Claudette,1979,7,18,0,18.2,-63.8,tropical storm,0,35,1010,,,303
Claudette,1979,7,18,6,18.3,-65.4,tropical depression,-1,30,1011,,,304
Claudette,1979,7,18,12,18.4,-67.0,tropical depression,-1,30,1011,,,305
Claudette,1979,7,18,18,18.5,-68.5,tropical depression,-1,25,1012,,,306
Claudette,1979,7,19,0,18.7,-69.5,tropical depression,-1,20,1012,,,307
Claudette,1979,7,19,6,18.8,-70.5,tropical depression,-1,20,1012,,,308
Claudette,1979,7,19,12,18.8,-71.4,tropical depression,-1,20,1012,,,309
Claudette,1979,7,19,18,19.0,-72.4,tropical depression,-1,20,1012,,,310
Claudette,1979,7,20,0,19.0,-73.3,tropical depression,-1,20,1013,,,311
Claudette,1979,7,20,6,19.2,-74.7,tropical depression,-1,20,1013,,,312
Claudette,1979,7,20,12,19.5,-76.7,tropical depression,-1,20,1013,,,313
Claudette,1979,7,20,18,20.0,-78.7,tropical depression,-1,20,1013,,,314
Claudette,1979,7,21,0,20.6,-80.4,tropical depression,-1,20,1013,,,315
Claudette,1979,7,21,6,21.4,-82.2,tropical depression,-1,25,1013,,,316
Claudette,1979,7,21,12,22.1,-83.5,tropical depression,-1,30,1012,,,317
Claudette,1979,7,21,18,22.8,-85.0,tropical depression,-1,30,1010,,,318
Claudette,1979,7,22,0,23.5,-86.5,tropical depression,-1,30,1007,,,319
Claudette,1979,7,22,6,24.0,-87.4,tropical depression,-1,30,1007,,,320
Claudette,1979,7,22,12,24.5,-88.5,tropical depression,-1,30,1007,,,321
Claudette,1979,7,22,18,25.0,-89.5,tropical depression,-1,30,1006,,,322
Claudette,1979,7,23,0,25.4,-90.5,tropical depression,-1,30,1005,,,323
Claudette,1979,7,23,6,25.9,-91.4,tropical depression,-1,30,1004,,,324
Claudette,1979,7,23,12,26.4,-92.4,tropical storm,0,35,1003,,,325
Claudette,1979,7,23,18,26.9,-92.9,tropical storm,0,35,1003,,,326
Claudette,1979,7,24,0,27.5,-93.4,tropical storm,0,35,1003,,,327
Claudette,1979,7,24,6,28.3,-93.5,tropical storm,0,40,1003,,,328
Claudette,1979,7,24,12,28.8,-93.7,tropical storm,0,45,1002,,,329
Claudette,1979,7,24,18,29.6,-93.9,tropical storm,0,45,1000,,,330
Claudette,1979,7,25,0,30.3,-93.9,tropical storm,0,40,997,,,331
Claudette,1979,7,25,6,30.3,-94.3,tropical storm,0,35,998,,,332
Claudette,1979,7,25,12,30.5,-94.8,tropical depression,-1,30,1000,,,333
Claudette,1979,7,25,18,30.5,-95.2,tropical depression,-1,30,1001,,,334
Claudette,1979,7,26,0,30.2,-95.3,tropical depression,-1,30,1001,,,335
Claudette,1979,7,26,6,30.6,-95.1,tropical depression,-1,30,1002,,,336
Claudette,1979,7,26,12,30.8,-95.4,tropical depression,-1,25,1003,,,337
Claudette,1979,7,26,18,31.3,-96.3,tropical depression,-1,25,1004,,,338
Claudette,1979,7,27,0,31.8,-96.6,tropical depression,-1,20,1004,,,339
Claudette,1979,7,27,6,32.7,-96.4,tropical depression,-1,20,1006,,,340
Claudette,1979,7,27,12,34.0,-95.9,tropical depression,-1,15,1007,,,341
Claudette,1979,7,27,18,35.3,-95.3,tropical depression,-1,15,1007,,,342
Claudette,1979,7,28,0,36.4,-94.6,tropical depression,-1,15,1007,,,343
Claudette,1979,7,28,6,37.8,-93.4,tropical depression,-1,15,1008,,,344
Claudette,1979,7,28,12,38.6,-91.0,tropical depression,-1,15,1009,,,345
Claudette,1979,7,28,18,38.8,-88.0,tropical depression,-1,15,1009,,,346
Claudette,1979,7,29,0,39.0,-85.2,tropical depression,-1,15,1010,,,347
Claudette,1979,7,29,6,39.0,-82.8,tropical depression,-1,15,1011,,,348
Claudette,1979,7,29,12,39.0,-80.2,tropical depression,-1,15,1011,,,349
David,1979,8,25,12,11.7,-36.1,tropical depression,-1,25,1008,,,350
David,1979,8,25,18,11.7,-38.2,tropical depression,-1,25,1007,,,351
David,1979,8,26,0,11.7,-40.3,tropical depression,-1,30,1006,,,352
